date-time,headline,views,tags,
14/03/2002 - 18:29,Alternative Anticorruption Bill Prepared,2,,
14/03/2002 - 19:21,Armenian Organization Demands Autonomy for Samtskhe-Javakheti Region,8,,
15/03/2002 - 10:22,Turkey Denies It Plans Provocation in Samtskhe-Javakheti,8,,
15/03/2002 - 10:40,The USA to Ensure Gas Pipeline Security,1,,
15/03/2002 - 12:15,,1,,
15/03/2002 - 12:16,"New Ambassador Appointed to USA, Mexico, and Canada",3,,
15/03/2002 - 12:23,,2,,
15/03/2002 - 13:55,Georgia Asks UNOMIG to Check Terrorists’ Possible Presence in Abkhazia,1,,
15/03/2002 - 17:27,Slave of the Caucasus ,2,,
15/03/2002 - 15:55,Armenian President: Problems in Samtskhe-Javakheti Must not Have Ethnic Aspects,3,,
15/03/2002 - 12:35,Parliamentary Chairperson Says Some MPs Try to Discredit Parliament,1,,
15/03/2002 - 17:28,Georgia Special Operation May Reach Rebel Abkhazia ,1,,
15/03/2002 - 17:46,Georgian President Thanks Turkey for Military Assistance,7,,
16/03/2002 - 11:52,Russia Concerned with Armed Clash in Abkhazia,1,,
15/03/2002 - 18:33,Situation Improving in Pankisi – Interior Ministry Says,1,,
16/03/2002 - 13:36,Parliament Prepared Resolution on Situation in Abkhazia,1,,
16/03/2002 - 16:18,Anti-Terror War in Russia’ Interests – Russian Foreign Minister Says,0,,
15/03/2002 - 18:31,Situation Improving in Pankisi – Interior Ministry Reports,1,,
16/03/2002 - 16:19,Anti-Terror War in Russia’ Interests – Russian Foreign Minister Says,0,,
16/03/2002 - 16:45,"Parliament Sessions Weekly Review. March12-15, 2002",1,Parliament Weekly,
17/03/2002 - 17:37,US: Fighters Seek Shelter in Gorge ,2,,
18/03/2002 - 10:34,Shevardnadze Visits Brussels,1,,
18/03/2002 - 12:53,Interior Minister Discusses Abducted Person’s Case with Political Party,3,,
18/03/2002 - 11:56,Armenian Minority Against Russian Military Base Withdrawal,1,,
18/03/2002 - 16:49,Georgia Suffers Funding Blow,6,,
18/03/2002 - 14:52,Georgia Aims NATO Membership – Shevardnadze Says,6,,
18/03/2002 - 16:58,Armenian Minority Demands Recognition of Armenians Genocide,1,,
18/03/2002 - 17:42,MP’s Kidnapper Sentenced,4,,
18/03/2002 - 18:35,Opposing CUG Factions Clash on Party Heritage,2,,
19/03/2002 - 10:33,Georgia Aspires into EU – Shevardnadze States,18,,
19/03/2002 - 10:49,NATO Assists Georgia in Anti-Terror War – Lord Robertson Says,3,,
20/03/2002 - 11:46,Parliamentary Special Session Discusses Situation in Abkhazia,1,,
20/03/2002 - 13:44,Trafficking,1,,
20/03/2002 - 11:34,Russia Demands from Georgia Punishment of Peacekeepers’ Kidnappers,0,,
20/03/2002 - 13:54,Russian MPs to Discuss Situation in Georgia Again,1,,
20/03/2002 - 16:14,Security Concerns Increased Over Strategic Pipeline,1,,
20/03/2002 - 14:12,Bush sends in 200 crack troops at a cost of $64m to tackle a few dozen militants ,1,,
20/03/2002 - 16:36,Anti-Terror Military Exercises in Georgia,1,,
20/03/2002 - 17:45,Parliament Adopts Resolution on Abkhazia,1,,
20/03/2002 - 18:27,Georgian MPs Condemn Russian Parliamentarians’ Statements,0,,
21/03/2002 - 10:25,USA Calls Georgia for Strict Anticorruption Measures,3,,
21/03/2002 - 11:34,NATO Experts Visit Georgia,1,,
21/03/2002 - 12:05,Parliament Discusses Anticorruption Bills,2,,
21/03/2002 - 13:33,Russia Accuses Georgia of Arming Militants ,1,,
21/03/2002 - 15:47,Russian MP Calls for Economic Pressure on Georgia,1,,
21/03/2002 - 15:19,Russia Blames Georgia in Double Standards,1,,
21/03/2002 - 19:29,"Shevardnadze Pledges Closer Ties with the European Union, NATO",54,,
21/03/2002 - 17:40,Moscow Concerned Over Abkhazia,1,,
22/03/2002 - 10:46,No Link Between US Assistance and Abkhazia – Georgian Security Chief,1,,
21/03/2002 - 19:17,Russian MPs Prepared New Statement on Georgia,1,,
22/03/2002 - 10:22,"Georgian Security Chief Discussed Pankisi Issue in USA, UK",1,,
22/03/2002 - 11:29,Georgian Speaker Offers Dialogue Between Georgian and Russian MPs,1,,
22/03/2002 - 14:19,Part of MPs Want to Postpone Voting on Anticorruption Bill,2,,
22/03/2002 - 11:47,Russia May Intervene in Georgia ,3,,
22/03/2002 - 15:12,Georgia Protests Russian MFA’s Statement,0,,
22/03/2002 - 15:53,statement,2,,
22/03/2002 - 17:17,Shevardnadze Against Prolongation of His Presidential Term,2,,
22/03/2002 - 19:22,Influential Georgian Businessmen Express Support to Shevardnadze,1,,
23/03/2002 - 11:29,Tbilisi Police Chief Resigned,4,,
22/03/2002 - 19:25,"Georgian Security Chief Discussed Pankisi Issue in USA, UK",1,,
23/03/2002 - 14:40,US Forces Deployed to the New Frontier ,1,,
23/03/2002 - 15:27,Russian Parliament Adopts One More Resolution on Georgia,1,,
23/03/2002 - 16:04,Military Exercise Near Tbilisi,1,,
23/03/2002 - 17:16,Georgia divided over US military plans ,3,,
23/03/2002 - 18:30,Military Operation not Planned in Abkhazia – Georgian Defense Minster,1,,
24/03/2002 - 17:27,«Die Amerikaner sind unsere Freunde» ,1,,
26/03/2002 - 11:42,New National Security Secretary Intends Reforms,1,,
26/03/2002 - 10:57,Russia Denies Military Alert on Its Border with Georgia,0,,
26/03/2002 - 14:58,Parliament Discusses Justice Ministry’s Anti-Corruption Bill,1,,
26/03/2002 - 12:23,No Request From U.S. for Use of Territory against Iraq: Georgia ,2,,
26/03/2002 - 12:25,One Wounded After Russian Peacekeepers’ raid on Georgian Village,0,,
26/03/2002 - 13:55,French Military Delegation Visits Georgia,0,,
26/03/2002 - 15:24,Russia Demands Extradition of Chechen Warlord from Georgia,0,,
26/03/2002 - 15:56,Russian Foreign Minister Talks on Pankisi Problem at the PACE,0,,
26/03/2002 - 16:13,Russian Foreign Minister Talks on Pankisi Problem at the PACE,1,,
26/03/2002 - 17:40,"PACE Representative on Migration, Refugees’ Issues Visits Georgia",0,,
26/03/2002 - 16:38,Georgian Speaker Calls for Russian-Georgian Normal Relations,1,,
26/03/2002 - 18:17,Russia Denies Raid on Georgian Village,3,,
26/03/2002 - 19:04,"UNOMIG, Russian Peacekeepers  Resume Monitoring of Kodori",1,,
26/03/2002 - 16:31,The Forbidden Valley ,0,,
27/03/2002 - 10:14,Large Scale Provocation is Prepared Against Georgia – Defense Minister Says,0,,
27/03/2002 - 13:42,One Dies After the Explosion in Abkhazia,0,,
27/03/2002 - 11:10,"Armenian, Azerbaijani, Georgian, Russian Security Chiefs Meeting",0,,
27/03/2002 - 15:18,Parliament to Discuss Draft on Local Self-Governance Elections,0,,
27/03/2002 - 15:44,Georgian Officials Deny Links to Terrorist Acts in Abkhazia,0,,
27/03/2002 - 16:13,"Georgia, Russia Discuss Military and Security Issues",0,,
27/03/2002 - 18:30,Russia Concerned Over Abkhazia,0,,
28/03/2002 - 09:55,Abkhazians Refuse to Hold Talks with Georgians After Series of Explosions,0,,
28/03/2002 - 10:21,"Defense, Foreign Ministers Informed MPs on Recent Development in Abkhazia",0,,
28/03/2002 - 11:38,Georgia Denies Kidnapped Russian General was Detained in Pankisi,1,,
28/03/2002 - 11:46,Georgia Denies Kidnapped Russian General was Detained in Pankisi Before Death,2,,
28/03/2002 - 15:08,IDPs Protest Against Russian Peacekeepers,2,,
28/03/2002 - 14:07,,2,,
28/03/2002 - 16:53,Security Chiefs of Caucasus Four Countries Discuss Regional Security,1,,
29/03/2002 - 09:59,,2,,
29/03/2002 - 10:16,Justice Ministry Rejects Influential Governors’ Appeal on CUG Affair,0,,
28/03/2002 - 17:51,President Set Date for Local Self-Governance Elections,2,,
29/03/2002 - 12:20,Parliament to Adopt Statement on Possible Provocation Against Georgia,1,,
29/03/2002 - 11:48,Abkhazians to Resume Talks,1,,
29/03/2002 - 16:12,Russian Envoy Met Georgian MFA Official,2,,
29/03/2002 - 13:42,Putin to Meet Security Chiefs of Caucasian States,1,,
29/03/2002 - 14:10,,2,,
29/03/2002 - 17:41,Progress in Georgian-Russian Framework Agreement Talks,1,,
01/04/2002 - 14:03,Shevardnadze Concerned with Human Rights Abuse,2,,
01/04/2002 - 15:46,Georgia Suspends Contract With British ITS Company,4,,
01/04/2002 - 15:02,President Rules out CUG’s Transformation into Opposition,0,,
01/04/2002 - 18:35,Georgian President Not Concerned with the Russian Officials’ Statements,1,,
01/04/2002 - 16:26,Russian President Appoints Personal Envoy for Georgian-Abkhazian Conflict,1,,
02/04/2002 - 11:38,Parliamentary Factions Consult on Local Self-Governance Elections,1,,
02/04/2002 - 10:41,Georgian-Abkhazian Talks on Kodori Gorge Issue,4,,
02/04/2002 - 13:33,Parties Welcome Appointment of Russian Presidential Envoy for Abkhazian Conflict,1,,
02/04/2002 - 14:47,,1,,
02/04/2002 - 16:20,Member of Advisors’ Board on Security Issues of Georgia in Tbilisi,0,,
02/04/2002 - 19:08,Russian Official Denies Deployment of Additional Forces in Abkhazia,1,,
02/04/2002 - 17:46,Finance Minister Satisfied with Budgetary Success,1,,
03/04/2002 - 10:42,,1,,
03/04/2002 - 10:35,Georgian Military Delegation Visits Armenia,1,,
03/04/2002 - 10:44,US Military Trainers’ Arrival Delayed by the End of April,0,,
03/04/2002 - 12:16,State Minister Criticizes Tax Revenue Ministry,1,,
03/04/2002 - 13:12,Adjarian Leader Confident on Russia’s Good Will to Solve Abkhazian Conflict,1,,
03/04/2002 - 14:52,NATO Experts Train Georgian Soldiers,1,,
03/04/2002 - 15:19,,1,,
03/04/2002 - 16:32,Russian Large-Scale Military Exercises at the Georgian Border,2,,
03/04/2002 - 18:10,Russian Security Service Delegation in Georgia,2,,
04/04/2002 - 10:08,Parliament Discusses Local Self-Governance Election,1,,
04/04/2002 - 11:34,Reformers Accuse Government in Undermining Situation in Regions,2,,
04/04/2002 - 10:41,Government Wants Tougher Law to Fight Against Money Laundering,1,,
04/04/2002 - 13:12,Speaker Says Some Forces Try to Hinder Parliamentary Session on Local Elections,1,,
04/04/2002 - 15:25,Tbilisi Local Council Protests Against Electricity Tariff Increase,1,,
04/04/2002 - 17:31,Abkhazians Deny Dispatching Military Hardware Near Kodori,1,,
04/04/2002 - 18:13,Georgia not Ready to Solve Pankisi Crises – Russian Official Says,1,,
04/04/2002 - 18:18,Georgia not Committed to Solve Pankisi Crises – Russian Official Says,1,,
04/04/2002 - 19:04,New Deputy State Minister Appointed,1,,
05/04/2002 - 10:59,One Abkhaz Dies in Clash with Georgian Guerrillas,1,,
05/04/2002 - 10:43,Georgian Soldiers Detain Russian Military Convoy,1,,
05/04/2002 - 11:22,Armenia not Concerned with US Presence in Georgia,1,,
05/04/2002 - 12:35,Several High Officials of Interior Ministry Dismissed,2,,
05/04/2002 - 13:54,Russian Military Convoy Case Under Investigation,1,,
05/04/2002 - 13:27,Georgia Denies Supplying Weapons to Chechens,2,,
05/04/2002 - 16:51,Progress on Kodori Agreement Generates Little Optimism,1,,
05/04/2002 - 16:22,Western Military Experts Visit Vaziani Military Base,4,,
05/04/2002 - 15:34,Parliamentary Chairperson Meets Adjarian Leader,1,,
05/04/2002 - 17:53,"Georgia, Armenia Discussed Military Cooperation",1,,
08/04/2002 - 17:23,"UN Observers, Peacekeepers Monitoring Kodori Gorge",1,,
08/04/2002 - 17:22,President Welcomes Ex-Interior Minister’s NGO,0,,
09/04/2002 - 17:40,Russia Accuses Georgia in Undermining Situation in Abkhazia,1,,
09/04/2002 - 17:41,Georgian Defense Minister in Azerbaijan,1,,
09/04/2002 - 17:43,CoE Delegation to Evaluate Draft-Law on Press,1,,
09/04/2002 - 17:41,German Supreme Court Delegation Visits Georgia,1,,
09/04/2002 - 17:42,Demonstrators Pay tribute to Victims of April 9 Tragedy,2,,
10/04/2002 - 17:49,Peacekeepers Monitoring Abkhazian Withdrawal from Troubled District,1,,
09/04/2002 - 17:44,"Azerbaijan, Georgia Agreed on Military Cooperation",1,,
09/04/2002 - 17:44,Georgian Border Guards Replacing Defense Ministry Troops in Kodori,1,,
10/04/2002 - 17:50,Russian Official Says Missiles Found in Chechnya Belong to Georgia,2,,
10/04/2002 - 17:52,MPs Debate on Local Self-Governance Elections,1,,
10/04/2002 - 17:50,US Finalizing Details of Military Assistance to Georgia,2,,
11/04/2002 - 17:55,CoE Wants Georgia to Fulfill Its Obligations,1,,
10/04/2002 - 17:53,Government Works Over Structural Changes,1,,
11/04/2002 - 17:57,Georgian Special Affairs Minister Arrives in Moscow,3,,
11/04/2002 - 17:58,Russian Delegation on Framework Agreement Visits Georgia,2,,
11/04/2002 - 18:03,"Georgia, Lithuania Discuss Military Cooperation",3,,
11/04/2002 - 18:04,Defense Ministry Removed Troops form Kodori,1,,
12/04/2002 - 18:09,Parliament to Discuss Military Agreement on US-Georgian Military Cooperation,1,,
12/04/2002 - 18:31,Tensions Over Russian Military Officials’ Visit to Adjara,1,,
12/04/2002 - 18:31,Russia Dispatches Troops to Kodori,1,,
12/04/2002 - 18:33,Parliamentary Chairperson Says Russian Peacekeepers Entered Kodori,1,,
12/04/2002 - 18:32,Georgian Defense Ministry Confirms Armed Units are in Kodori,1,,
12/04/2002 - 18:34,Russo-Georgian Talk on Framework Agreement Suspends,2,,
12/04/2002 - 18:34,Georgian Army on High Military Alert,3,,
12/04/2002 - 18:35,Shevardnadze to Arrive in Kodori,1,,
12/04/2002 - 18:37,Parliament’s Statement Says Russian Move to Kodori is Aggression,1,,
12/04/2002 - 18:36,"Situation is Under Control in Kodori, Parliamentary Chairperson Says",1,,
12/04/2002 - 18:35,Georgians Blocked Russian Soldiers in Kodori,2,,
12/04/2002 - 18:37,Georgia Denies Russian Relocation to Kodori Agreed with Tbilisi,1,,
12/04/2002 - 18:40,Shevardnadze Might Demand Russian Peacekeepers’ Withdrawal,0,,
16/04/2002 - 13:09,Armenian Foreign Policy Is About to Change,7,,
29/04/2002 - 15:29,An Apple of Caspian Discord,6,,
20/04/2002 - 15:32,These Unpredictable Russians,5,,
12/04/2002 - 18:40,Georgian Defense Minister Ordered to Open Fire in Case of Hostility from Russian Soldiers,3,,
07/05/2002 - 17:27,Troubled Union,2,,
01/05/2002 - 15:21,Georgia – US Partner in Anti-Terror War,0,,
07/05/2002 - 18:12,Pay for All You Can Be,2,,
07/05/2002 - 17:48,Political Parties in Preparation for the Local Elections,0,,
07/05/2002 - 18:47,Mine Explosion Kills Four in Abkhazia,0,,
08/05/2002 - 10:58,US-Georgina Defense Chiefs’ Discussed Military Cooperation,0,,
07/05/2002 - 19:02,UN Envoy Says No Georgian Troops in Kodori,0,,
08/05/2002 - 10:22,,5,,
08/05/2002 - 11:12,Situation in Pankisi Improved – Georgian Defense Minister Says,0,,
08/05/2002 - 11:52,Composition of District Election Commissions Causes Dispute Among MPs,0,,
08/05/2002 - 12:28,Former Parliamentary Majority Requests to Defend Rights of Minority,1,,
08/05/2002 - 12:50,Situation in Pankisi Improved – Georgian Defense Minister Says,0,,
08/05/2002 - 15:05,Azerbaijan-Turkish-Georgian Leaders Pledge Cooperation,1,,
08/05/2002 - 13:02,Georgian Defense Minister Says US Trained Troops not to Be Used in Abkhazia,0,,
08/05/2002 - 14:04,Tevzadze Addresses Center for Strategic and International Studies,0,,
08/05/2002 - 15:53,Georgia’s Human Rights Record in International Spotlight,5,,
08/05/2002 - 14:39,,2,,
08/05/2002 - 17:33,Budgetary Shortfall in First Quarter of 2002,0,,
08/05/2002 - 18:17,Zhvania’s Team in Christian Conservative Party,0,,
09/05/2002 - 10:43,Delegation of OSCE Parliamentary Assembly Visits Georgia,1,,
09/05/2002 - 11:00,Central Election Commission Changes Decision After the Parties’ Pressure,0,,
09/05/2002 - 14:38,Civil Society Builds Terror in Shevardnadze’s Mind,3,,
09/05/2002 - 13:14,US Military Experts Inspect Vaziani Base,2,,
09/05/2002 - 11:39,22 Political Parties to Participate in Local Elections,3,,
09/05/2002 - 15:33,Russia Reinforces Border with Georgia,0,,
10/05/2002 - 10:15,US Defense Secretary Advisor in Georgia,1,,
09/05/2002 - 16:10,War Veterans Demand Better Living Standard from President,0,,
10/05/2002 - 11:32,Adjara Delays Local Elections,0,,
10/05/2002 - 13:39,Vice-Speaker Ready to Resign,0,,
10/05/2002 - 12:11,Parliament Discusses Presidential Initiative on Merge of Two Ministries,0,,
10/05/2002 - 12:49,,0,,
10/05/2002 - 13:17,,0,,
10/05/2002 - 14:18,Only Chairman of the Parliamentary Committee on Defense Refuses to Resign,0,,
10/05/2002 - 17:43,Georgia Offers Change of CIS Peacekeepers’ Mandate,0,,
10/05/2002 - 17:12,Georgian Terrorist Suspect Arrested in Chechnya,0,,
10/05/2002 - 18:18,,1,,
10/05/2002 - 15:10,,0,,
11/05/2002 - 12:00,Georgia to Strengthen Borders with Russia,0,,
14/05/2002 - 12:45,Russian MPs Calls for Operation in Pankisi Gorge,1,,
11/05/2002 - 13:28,MPs Want Special Parliamentary Session,0,,
11/05/2002 - 11:33,Faction Leaders Consult on Parliamentary Posts’ Redistribution,1,,
14/05/2002 - 12:49,Russian MP Calls for Operation in Pankisi Gorge,0,,
14/05/2002 - 15:39,,15,,
14/05/2002 - 15:09,US Envoy Holds Introductory Meetings with Georgian Officials,0,,
14/05/2002 - 18:16,Tbilisi Without Shevardnadze – Pre-Election Slogan of New National Movement,2,,
15/05/2002 - 10:06,"Turkey Grants Georgian Forces USD 2,9 Million",3,,
15/05/2002 - 10:44,Experts from Caucasian States Discuss Decentralization Issue,1,,
15/05/2002 - 12:40,US Military Official Inspects Border Guard Unit,0,,
15/05/2002 - 15:15,Shevardnadze Wants Mass Media to Pay Less Attention on Local Elections,0,,
15/05/2002 - 17:41,Reformers Want to Investigate Incident at CEC,0,,
15/05/2002 - 16:05,State Minister Informed MPs on Budget of 2001,0,,
15/05/2002 - 17:41,DISASTER MANAGEMENT TEAM PROVIDES EMERGENCY ASSISTANCE TO EARTHQUAKE HIT GEORGIA,0,,
15/05/2002 - 17:58,Pro-Presidential Group Accuses Saakashvili in Coup Attempt,0,,
15/05/2002 - 19:32,US Defense Secretary Advisor Talks on Train-and-Equip Program,1,,
15/05/2002 - 19:29,,3,,
16/05/2002 - 15:53,Local Locals,0,,
16/05/2002 - 10:12,Parliamentary Chairperson Wants to Cease Sessions Before Local Elections,0,,
16/05/2002 - 15:09,"Intelligence Chief Says Abkhazians, Russians Intend to Take Over Kodori",0,,
16/05/2002 - 12:59,Reformers Protest Police Involvement in Pre-Election Campaign of Parties,0,,
16/05/2002 - 11:45,Number of Vice-Speakers Increases,0,,
16/05/2002 - 15:08,Independent Experts for Georgia’s Accession to Anti-Terrorist Conventions,0,,
16/05/2002 - 16:53,Zhvania’s Team Out of District Election Commissions,0,,
16/05/2002 - 18:42,Georgian Envoy to Russia Urges for Changes in CIS Peacekeepers’ Mandate,0,,
17/05/2002 - 13:44,Col. Otar Shalikashvili on Details of the Train-and-Equip Program,15,,
17/05/2002 - 14:52,Parliamentary Committees’ Chairmen Elected,1,,
17/05/2002 - 12:29,District Court to Discuss CUG’s Opposing Factions Case,0,,
17/05/2002 - 11:26,MPs Protest on Contradictory Information Concerning Situation in Kodori,0,,
17/05/2002 - 10:30,"Russians, Abkhazians Deny Plans to Attack Kodori",0,,
17/05/2002 - 11:54,Parliament Discusses Draft Law on State Language,0,,
17/05/2002 - 14:54,Zhvania’s Supporter Vice-Speaker Refuses to Resign,0,,
17/05/2002 - 13:00,MPs Cease Discussion of the Draft Laws and Initiate Redistribution of Posts,0,,
17/05/2002 - 15:39,,1,,
17/05/2002 - 17:01,Russian Security Chief Pledges for Cooperation With Georgia,0,,
